epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,12568.1,0.033,0.92248,0.88409,0.75011,0.75261,0.83033,0.83033,0.05781,0.63868,0.18709,0.001981,0.001981,0.001981
83,12718.1,inf,0.91614,0.88398,0.75036,0.75255,0.83025,0.83025,0.05758,0.6389,0.18689,0.001882,0.001882,0.001882
84,12888.4,0.03225,0.91715,0.88463,0.75052,0.75164,0.83019,0.83019,0.05707,0.63854,0.18647,0.001783,0.001783,0.001783
85,13052.2,0.03162,0.91128,0.88471,0.74899,0.75444,0.83035,0.83035,0.05693,0.63856,0.18636,0.001684,0.001684,0.001684
86,13221.3,inf,0.90574,0.88318,0.74976,0.75345,0.83042,0.83042,0.05646,0.63816,0.18594,0.001585,0.001585,0.001585
87,13377.8,inf,0.89921,0.88277,0.75015,0.75433,0.83039,0.83039,0.05578,0.63724,0.18532,0.001486,0.001486,0.001486
88,13555.7,inf,0.9047,0.88253,0.75412,0.75035,0.83039,0.83039,0.05548,0.63718,0.18505,0.001387,0.001387,0.001387
89,13731.6,0.03028,0.8916,0.8833,0.75358,0.75091,0.8304,0.8304,0.05525,0.63707,0.18486,0.001288,0.001288,0.001288
90,13917.6,0.03002,0.8894,0.88333,0.75481,0.75039,0.83059,0.83059,0.05528,0.63766,0.18492,0.001189,0.001189,0.001189
91,14058.5,inf,0.38642,0.89822,0.75778,0.7492,0.8307,0.8307,0.05502,0.63762,0.18472,0.00109,0.00109,0.00109
92,14195.3,0.02129,0.34981,0.8967,0.75929,0.74835,0.83074,0.83074,0.05497,0.63768,0.18482,0.000991,0.000991,0.000991
93,14333,inf,0.32938,0.89506,0.75984,0.74644,0.83099,0.83099,0.05514,0.63877,0.18508,0.000892,0.000892,0.000892
94,14471.3,0.02004,0.31871,0.89426,0.759,0.74607,0.83121,0.83121,0.05547,0.64001,0.18544,0.000793,0.000793,0.000793
95,14608.7,0.01911,0.30307,0.89428,0.75982,0.74874,0.83145,0.83145,0.05564,0.64098,0.18565,0.000694,0.000694,0.000694
96,14749.4,0.01829,0.29116,0.89785,0.76118,0.74588,0.83164,0.83164,0.05573,0.64256,0.18583,0.000595,0.000595,0.000595
97,14889.4,0.01823,0.28341,0.89424,0.75774,0.74736,0.83159,0.83159,0.05569,0.64418,0.18585,0.000496,0.000496,0.000496
98,15027.7,inf,0.27423,0.89493,0.75612,0.7497,0.83169,0.83169,0.05564,0.64601,0.18588,0.000397,0.000397,0.000397
99,15168.7,0.01756,0.25603,0.89428,0.75889,0.74749,0.83173,0.83173,0.05577,0.64804,0.18602,0.000298,0.000298,0.000298
100,15308.2,0.0172,0.24949,0.89384,0.75551,0.75002,0.83192,0.83192,0.0559,0.64918,0.18616,0.000199,0.000199,0.000199
